Teams,Borda Points
georgia-bulldogs,1545
ohio-state-buckeyes,1479
texas-longhorns,1419
alabama-crimson-tide,1311
notre-dame-fighting-irish,1244
ole-miss-rebels,1219
oregon-ducks,1206
penn-state-nittany-lions,1151
missouri-tigers,990
michigan-wolverines,962
utah-utes,931
usc-trojans,850
tennessee-volunteers,823
oklahoma-sooners,746
oklahoma-state-cowboys,664
kansas-state-wildcats,662
lsu-tigers,468
kansas-jayhawks,405
arizona-wildcats,392
iowa-hawkeyes,349
louisville-cardinals,231
georgia-tech-yellow-jackets,195
north-carolina-state-wolfpack,178
clemson-tigers,170
texas-am-aggies,126
boise-state-broncos,64
boston-college-eagles,61
iowa-state-cyclones,38
memphis-tigers,36
nebraska-cornhuskers,33
southern-methodist-mustangs,31
washington-huskies,27
liberty-flames,16
vanderbilt-commodores,12
auburn-tigers,11
wisconsin-badgers,10
tulane-green-wave,5
appalachian-state-mountaineers,5
north-carolina-tar-heels,5
kentucky-wildcats,4
utsa-roadrunners,4
arkansas-razorbacks,3
west-virginia-mountaineers,3
colorado-buffaloes,2
unlv-rebels,2
