Teams,Borda Points
texas-longhorns,1515
georgia-bulldogs,1494
ohio-state-buckeyes,1438
alabama-crimson-tide,1337
ole-miss-rebels,1294
tennessee-volunteers,1171
missouri-tigers,1109
miami-fl-hurricanes,1083
oregon-ducks,1078
penn-state-nittany-lions,1030
usc-trojans,992
utah-utes,893
kansas-state-wildcats,823
oklahoma-state-cowboys,728
oklahoma-sooners,638
lsu-tigers,533
notre-dame-fighting-irish,471
michigan-wolverines,443
louisville-cardinals,419
iowa-state-cyclones,348
clemson-tigers,291
nebraska-cornhuskers,269
northern-illinois-huskies,154
illinois-fighting-illini,132
texas-am-aggies,81
memphis-tigers,80
boise-state-broncos,64
syracuse-orange,55
boston-college-eagles,50
washington-state-cougars,32
iowa-hawkeyes,16
arizona-wildcats,15
indiana-hoosiers,13
california-golden-bears,12
toledo-rockets,10
arizona-state-sun-devils,5
liberty-flames,4
ucf-knights,4
north-carolina-tar-heels,3
south-carolina-gamecocks,3
byu-cougars,2
pittsburgh-panthers,1
