Teams,Borda Points
texas-longhorns,1515
georgia-bulldogs,1494
ohio-state-buckeyes,1438
alabama-crimson-tide,1337
ole-miss-rebels,1294
tennessee-volunteers,1171
missouri-tigers,1110
miami-fl-hurricanes,1083
oregon-ducks,1078
penn-state-nittany-lions,1030
usc-trojans,992
utah-utes,893
kansas-state-wildcats,823
oklahoma-state-cowboys,728
oklahoma-sooners,641
lsu-tigers,543
notre-dame-fighting-irish,481
michigan-wolverines,450
louisville-cardinals,429
iowa-state-cyclones,360
clemson-tigers,306
northern-illinois-huskies,176
illinois-fighting-illini,147
texas-am-aggies,93
memphis-tigers,89
boise-state-broncos,71
unlv-rebels,66
syracuse-orange,64
boston-college-eagles,54
washington-state-cougars,39
arizona-wildcats,18
iowa-hawkeyes,17
indiana-hoosiers,16
california-golden-bears,11
toledo-rockets,10
liberty-flames,6
arizona-state-sun-devils,5
ucf-knights,5
north-carolina-tar-heels,4
south-carolina-gamecocks,4
byu-cougars,2
pittsburgh-panthers,2
