Teams,Borda Points
georgia-bulldogs,1540
michigan-wolverines,1495
washington-huskies,1413
florida-state-seminoles,1358
oregon-ducks,1277
ohio-state-buckeyes,1251
texas-longhorns,1205
alabama-crimson-tide,1125
missouri-tigers,1011
penn-state-nittany-lions,961
ole-miss-rebels,936
oklahoma-sooners,857
lsu-tigers,809
arizona-wildcats,712
louisville-cardinals,689
notre-dame-fighting-irish,592
tulane-green-wave,557
iowa-hawkeyes,459
oklahoma-state-cowboys,407
liberty-flames,294
north-carolina-state-wolfpack,269
oregon-state-beavers,269
toledo-rockets,176
james-madison-dukes,121
southern-methodist-mustangs,108
tennessee-volunteers,98
clemson-tigers,58
kansas-state-wildcats,41
utah-utes,40
troy-trojans,7
new-mexico-state-aggies,5
kentucky-wildcats,4
north-carolina-tar-heels,2
memphis-tigers,1
miami-oh-redhawks,1
