Teams,Borda Points
georgia-bulldogs,1558
michigan-wolverines,1485
ohio-state-buckeyes,1453
florida-state-seminoles,1411
washington-huskies,1333
oregon-ducks,1240
texas-longhorns,1190
alabama-crimson-tide,1143
penn-state-nittany-lions,1075
ole-miss-rebels,1027
louisville-cardinals,929
utah-utes,781
tennessee-volunteers,746
oklahoma-state-cowboys,706
missouri-tigers,688
oklahoma-sooners,599
lsu-tigers,581
kansas-jayhawks,551
tulane-green-wave,409
james-madison-dukes,352
notre-dame-fighting-irish,323
arizona-wildcats,220
north-carolina-tar-heels,118
liberty-flames,114
fresno-state-bulldogs,102
kansas-state-wildcats,99
usc-trojans,59
toledo-rockets,39
air-force-falcons,35
ucla-bruins,16
iowa-hawkeyes,8
southern-methodist-mustangs,6
west-virginia-mountaineers,5
duke-blue-devils,5
clemson-tigers,2
texas-am-aggies,2
north-carolina-state-wolfpack,2
