Teams,Borda Points
georgia-bulldogs,1534
michigan-wolverines,1465
ohio-state-buckeyes,1385
florida-state-seminoles,1368
oklahoma-sooners,1256
penn-state-nittany-lions,1253
washington-huskies,1220
oregon-ducks,1132
texas-longhorns,1036
usc-trojans,982
alabama-crimson-tide,956
north-carolina-tar-heels,880
ole-miss-rebels,736
louisville-cardinals,718
oregon-state-beavers,714
utah-utes,559
duke-blue-devils,472
ucla-bruins,432
tennessee-volunteers,407
washington-state-cougars,403
notre-dame-fighting-irish,365
lsu-tigers,318
kansas-jayhawks,103
kentucky-wildcats,95
miami-fl-hurricanes,73
missouri-tigers,67
wyoming-cowboys,43
air-force-falcons,41
wisconsin-badgers,41
tulane-green-wave,27
west-virginia-mountaineers,26
clemson-tigers,18
james-madison-dukes,7
iowa-hawkeyes,7
texas-am-aggies,5
