Teams,Borda Points
georgia-bulldogs,1476
michigan-wolverines,1412
texas-longhorns,1403
ohio-state-buckeyes,1335
florida-state-seminoles,1315
penn-state-nittany-lions,1207
washington-huskies,1194
oregon-ducks,1096
usc-trojans,1059
notre-dame-fighting-irish,959
alabama-crimson-tide,908
oklahoma-sooners,833
washington-state-cougars,759
north-carolina-tar-heels,731
ole-miss-rebels,636
miami-fl-hurricanes,617
utah-utes,510
duke-blue-devils,430
kentucky-wildcats,388
missouri-tigers,379
tennessee-volunteers,349
lsu-tigers,179
fresno-state-bulldogs,171
louisville-cardinals,124
maryland-terrapins,110
kansas-state-wildcats,57
texas-am-aggies,44
ucla-bruins,23
tulane-green-wave,12
air-force-falcons,11
west-virginia-mountaineers,9
wisconsin-badgers,9
clemson-tigers,7
james-madison-dukes,6
kansas-jayhawks,4
colorado-buffaloes,2
