Teams,Borda Points
georgia-bulldogs,1541
michigan-wolverines,1492
ohio-state-buckeyes,1393
florida-state-seminoles,1388
washington-huskies,1355
oklahoma-sooners,1277
penn-state-nittany-lions,1253
texas-longhorns,1098
oregon-ducks,1034
north-carolina-tar-heels,1011
alabama-crimson-tide,987
oregon-state-beavers,834
ole-miss-rebels,825
utah-utes,695
notre-dame-fighting-irish,664
duke-blue-devils,593
tennessee-volunteers,557
usc-trojans,530
lsu-tigers,493
missouri-tigers,365
louisville-cardinals,309
air-force-falcons,245
tulane-green-wave,137
iowa-hawkeyes,125
ucla-bruins,122
james-madison-dukes,70
clemson-tigers,35
florida-gators,12
washington-state-cougars,11
fresno-state-bulldogs,6
liberty-flames,5
kentucky-wildcats,4
kansas-jayhawks,3
west-virginia-mountaineers,2
miami-fl-hurricanes,1
oklahoma-state-cowboys,1
