Teams,Borda Points
georgia-bulldogs,1536
michigan-wolverines,1504
ohio-state-buckeyes,1454
florida-state-seminoles,1408
washington-huskies,1325
oklahoma-sooners,1267
texas-longhorns,1150
oregon-ducks,1133
alabama-crimson-tide,1071
penn-state-nittany-lions,999
oregon-state-beavers,922
ole-miss-rebels,889
utah-utes,868
notre-dame-fighting-irish,718
lsu-tigers,687
missouri-tigers,595
north-carolina-tar-heels,512
louisville-cardinals,429
air-force-falcons,399
duke-blue-devils,377
tennessee-volunteers,314
ucla-bruins,259
tulane-green-wave,259
usc-trojans,213
florida-gators,41
liberty-flames,25
kansas-state-wildcats,18
miami-fl-hurricanes,16
fresno-state-bulldogs,10
oklahoma-state-cowboys,7
toledo-rockets,5
kentucky-wildcats,3
unlv-rebels,2
wisconsin-badgers,2
rutgers-scarlet-knights,2
