Teams,Borda Points
georgia-bulldogs,1549
ohio-state-buckeyes,1447
michigan-wolverines,1440
washington-huskies,1367
florida-state-seminoles,1324
oregon-ducks,1219
texas-longhorns,1180
alabama-crimson-tide,1138
louisville-cardinals,1017
missouri-tigers,964
penn-state-nittany-lions,894
ole-miss-rebels,878
oklahoma-sooners,766
lsu-tigers,748
oregon-state-beavers,714
arizona-wildcats,625
notre-dame-fighting-irish,503
tulane-green-wave,499
kansas-state-wildcats,419
iowa-hawkeyes,336
oklahoma-state-cowboys,335
liberty-flames,239
toledo-rockets,128
tennessee-volunteers,74
utah-utes,70
north-carolina-state-wolfpack,70
unlv-rebels,60
southern-methodist-mustangs,53
north-carolina-tar-heels,26
clemson-tigers,21
kansas-jayhawks,8
fresno-state-bulldogs,6
new-mexico-state-aggies,3
miami-oh-redhawks,2
texas-am-aggies,1
ucla-bruins,1
