Teams,Borda Points
georgia-bulldogs,1537
michigan-wolverines,1421
texas-longhorns,1378
ohio-state-buckeyes,1350
florida-state-seminoles,1344
penn-state-nittany-lions,1225
washington-huskies,1210
usc-trojans,1148
oregon-ducks,1059
utah-utes,965
notre-dame-fighting-irish,890
alabama-crimson-tide,849
lsu-tigers,798
oklahoma-sooners,704
north-carolina-tar-heels,648
washington-state-cougars,642
duke-blue-devils,640
miami-fl-hurricanes,515
oregon-state-beavers,361
ole-miss-rebels,344
tennessee-volunteers,257
florida-gators,222
missouri-tigers,199
kansas-jayhawks,139
kansas-state-wildcats,59
kentucky-wildcats,43
louisville-cardinals,35
colorado-buffaloes,32
ucla-bruins,26
maryland-terrapins,24
tcu-horned-frogs,17
tulane-green-wave,13
syracuse-orange,9
wisconsin-badgers,7
air-force-falcons,6
texas-am-aggies,5
clemson-tigers,5
