Teams,Borda Points
michigan-wolverines,1539
washington-huskies,1499
texas-longhorns,1375
florida-state-seminoles,1358
alabama-crimson-tide,1329
georgia-bulldogs,1256
ohio-state-buckeyes,1185
oregon-ducks,1119
missouri-tigers,1014
penn-state-nittany-lions,960
ole-miss-rebels,944
oklahoma-sooners,867
lsu-tigers,825
arizona-wildcats,742
notre-dame-fighting-irish,644
louisville-cardinals,603
southern-methodist-mustangs,464
north-carolina-state-wolfpack,409
iowa-hawkeyes,386
oregon-state-beavers,338
oklahoma-state-cowboys,286
tulane-green-wave,243
james-madison-dukes,223
tennessee-volunteers,108
clemson-tigers,105
troy-trojans,93
miami-oh-redhawks,49
kansas-state-wildcats,47
utah-utes,40
toledo-rockets,27
kansas-jayhawks,8
kentucky-wildcats,5
