Teams,Borda Points
georgia-bulldogs,1553
michigan-wolverines,1494
ohio-state-buckeyes,1446
florida-state-seminoles,1421
washington-huskies,1327
oregon-ducks,1235
texas-longhorns,1189
alabama-crimson-tide,1114
penn-state-nittany-lions,1045
oklahoma-sooners,1011
ole-miss-rebels,991
notre-dame-fighting-irish,852
lsu-tigers,822
missouri-tigers,723
louisville-cardinals,681
air-force-falcons,559
utah-utes,557
tennessee-volunteers,510
ucla-bruins,377
tulane-green-wave,353
kansas-jayhawks,297
james-madison-dukes,244
usc-trojans,177
kansas-state-wildcats,147
oklahoma-state-cowboys,95
north-carolina-tar-heels,70
liberty-flames,67
fresno-state-bulldogs,23
miami-fl-hurricanes,15
arizona-wildcats,10
toledo-rockets,5
rutgers-scarlet-knights,4
