Teams,Borda Points
georgia-bulldogs,1540
michigan-wolverines,1458
florida-state-seminoles,1413
texas-longhorns,1338
usc-trojans,1269
ohio-state-buckeyes,1265
penn-state-nittany-lions,1204
washington-huskies,1102
notre-dame-fighting-irish,1016
alabama-crimson-tide,955
tennessee-volunteers,930
utah-utes,850
oregon-ducks,833
lsu-tigers,682
kansas-state-wildcats,654
oregon-state-beavers,618
ole-miss-rebels,531
oklahoma-sooners,482
north-carolina-tar-heels,475
duke-blue-devils,463
miami-fl-hurricanes,275
washington-state-cougars,168
iowa-hawkeyes,145
ucla-bruins,143
clemson-tigers,111
arkansas-razorbacks,39
kansas-jayhawks,28
tulane-green-wave,27
tcu-horned-frogs,24
wisconsin-badgers,14
mississippi-state-bulldogs,8
kentucky-wildcats,7
cincinnati-bearcats,5
minnesota-golden-gophers,5
fresno-state-bulldogs,3
james-madison-dukes,2
maryland-terrapins,2
oklahoma-state-cowboys,2
wyoming-cowboys,2
