Teams,Borda Points
georgia-bulldogs,1536
michigan-wolverines,1504
ohio-state-buckeyes,1454
florida-state-seminoles,1408
washington-huskies,1325
oklahoma-sooners,1267
texas-longhorns,1150
oregon-ducks,1133
alabama-crimson-tide,1071
penn-state-nittany-lions,999
oregon-state-beavers,922
ole-miss-rebels,889
utah-utes,868
notre-dame-fighting-irish,718
lsu-tigers,687
missouri-tigers,594
north-carolina-tar-heels,507
louisville-cardinals,423
air-force-falcons,396
duke-blue-devils,373
tennessee-volunteers,311
tulane-green-wave,251
ucla-bruins,244
usc-trojans,195
james-madison-dukes,169
liberty-flames,17
kansas-state-wildcats,17
miami-fl-hurricanes,12
fresno-state-bulldogs,9
oklahoma-state-cowboys,5
toledo-rockets,4
kentucky-wildcats,2
rutgers-scarlet-knights,2
unlv-rebels,1
wisconsin-badgers,1
