Teams,Borda Points
georgia-bulldogs,1540
michigan-wolverines,1464
ohio-state-buckeyes,1433
florida-state-seminoles,1366
washington-huskies,1322
oregon-ducks,1218
texas-longhorns,1180
alabama-crimson-tide,1141
louisville-cardinals,1002
oregon-state-beavers,935
missouri-tigers,921
penn-state-nittany-lions,868
ole-miss-rebels,812
oklahoma-sooners,739
lsu-tigers,709
utah-utes,554
james-madison-dukes,440
arizona-wildcats,417
notre-dame-fighting-irish,388
tennessee-volunteers,357
north-carolina-tar-heels,306
kansas-state-wildcats,270
oklahoma-state-cowboys,200
liberty-flames,171
iowa-hawkeyes,137
kansas-jayhawks,91
toledo-rockets,70
fresno-state-bulldogs,16
southern-methodist-mustangs,7
unlv-rebels,6
usc-trojans,5
north-carolina-state-wolfpack,3
miami-oh-redhawks,2
texas-am-aggies,1
