Teams,Borda Points
georgia-bulldogs,1537
michigan-wolverines,1422
texas-longhorns,1379
ohio-state-buckeyes,1350
florida-state-seminoles,1346
penn-state-nittany-lions,1228
washington-huskies,1215
usc-trojans,1162
utah-utes,1015
notre-dame-fighting-irish,948
alabama-crimson-tide,907
lsu-tigers,860
oklahoma-sooners,765
north-carolina-tar-heels,710
washington-state-cougars,704
duke-blue-devils,701
miami-fl-hurricanes,577
oregon-state-beavers,419
ole-miss-rebels,400
tennessee-volunteers,306
florida-gators,265
missouri-tigers,243
kansas-jayhawks,175
fresno-state-bulldogs,88
kansas-state-wildcats,77
kentucky-wildcats,57
louisville-cardinals,45
colorado-buffaloes,44
ucla-bruins,32
maryland-terrapins,31
tcu-horned-frogs,22
tulane-green-wave,17
syracuse-orange,12
wisconsin-badgers,8
air-force-falcons,8
clemson-tigers,7
texas-am-aggies,6
