Teams,Borda Points
georgia-bulldogs,1541
michigan-wolverines,1492
ohio-state-buckeyes,1393
florida-state-seminoles,1388
washington-huskies,1355
oklahoma-sooners,1277
penn-state-nittany-lions,1253
texas-longhorns,1098
oregon-ducks,1034
north-carolina-tar-heels,1011
alabama-crimson-tide,987
oregon-state-beavers,834
ole-miss-rebels,825
utah-utes,698
notre-dame-fighting-irish,669
duke-blue-devils,600
tennessee-volunteers,565
usc-trojans,538
lsu-tigers,496
louisville-cardinals,343
air-force-falcons,296
tulane-green-wave,179
iowa-hawkeyes,175
ucla-bruins,151
james-madison-dukes,101
clemson-tigers,45
florida-gators,16
washington-state-cougars,14
fresno-state-bulldogs,10
liberty-flames,8
wyoming-cowboys,6
kentucky-wildcats,5
kansas-jayhawks,3
west-virginia-mountaineers,2
miami-fl-hurricanes,2
oklahoma-state-cowboys,2
