Teams,Borda Points
georgia-bulldogs,1569
michigan-wolverines,1485
alabama-crimson-tide,1424
florida-state-seminoles,1384
ohio-state-buckeyes,1308
usc-trojans,1255
penn-state-nittany-lions,1212
washington-huskies,1107
tennessee-volunteers,977
notre-dame-fighting-irish,969
texas-longhorns,938
utah-utes,922
oregon-ducks,827
lsu-tigers,716
kansas-state-wildcats,591
oregon-state-beavers,568
north-carolina-tar-heels,564
oklahoma-sooners,448
wisconsin-badgers,429
ole-miss-rebels,404
colorado-buffaloes,296
texas-am-aggies,290
tulane-green-wave,271
clemson-tigers,162
iowa-hawkeyes,89
ucla-bruins,65
arkansas-razorbacks,32
tcu-horned-frogs,30
kentucky-wildcats,18
pittsburgh-panthers,10
mississippi-state-bulldogs,7
north-carolina-state-wolfpack,6
troy-trojans,5
minnesota-golden-gophers,5
auburn-tigers,4
miami-fl-hurricanes,4
wyoming-cowboys,4
iowa-state-cyclones,3
texas-state-bobcats,3
fresno-state-bulldogs,3
houston-cougars,2
louisville-cardinals,2
illinois-fighting-illini,2
james-madison-dukes,2
washington-state-cougars,2
texas-tech-red-raiders,1
ucf-knights,1
