Teams,Borda Points
georgia-bulldogs,1541
michigan-wolverines,1457
texas-longhorns,1358
florida-state-seminoles,1355
usc-trojans,1275
ohio-state-buckeyes,1272
penn-state-nittany-lions,1199
washington-huskies,1174
notre-dame-fighting-irish,1050
oregon-ducks,930
utah-utes,911
lsu-tigers,805
alabama-crimson-tide,794
oregon-state-beavers,725
ole-miss-rebels,673
north-carolina-tar-heels,596
duke-blue-devils,566
colorado-buffaloes,539
miami-fl-hurricanes,403
washington-state-cougars,325
ucla-bruins,246
tennessee-volunteers,225
iowa-hawkeyes,163
florida-gators,126
missouri-tigers,101
clemson-tigers,98
kansas-state-wildcats,58
fresno-state-bulldogs,26
tcu-horned-frogs,24
tulane-green-wave,21
kansas-jayhawks,19
kentucky-wildcats,13
byu-cougars,5
maryland-terrapins,5
wisconsin-badgers,3
syracuse-orange,3
louisville-cardinals,2
auburn-tigers,2
