Teams,Borda Points
michigan-wolverines,1539
washington-huskies,1499
texas-longhorns,1375
florida-state-seminoles,1358
alabama-crimson-tide,1329
georgia-bulldogs,1256
ohio-state-buckeyes,1185
oregon-ducks,1119
missouri-tigers,1014
penn-state-nittany-lions,960
ole-miss-rebels,944
oklahoma-sooners,867
lsu-tigers,825
arizona-wildcats,742
notre-dame-fighting-irish,645
louisville-cardinals,599
liberty-flames,452
north-carolina-state-wolfpack,409
iowa-hawkeyes,392
oregon-state-beavers,339
oklahoma-state-cowboys,289
tulane-green-wave,248
james-madison-dukes,223
tennessee-volunteers,109
clemson-tigers,104
troy-trojans,94
miami-oh-redhawks,49
kansas-state-wildcats,46
utah-utes,40
toledo-rockets,26
kansas-jayhawks,8
kentucky-wildcats,5
