Teams,Borda Points
georgia-bulldogs,1534
michigan-wolverines,1465
ohio-state-buckeyes,1385
florida-state-seminoles,1368
oklahoma-sooners,1256
penn-state-nittany-lions,1253
washington-huskies,1220
oregon-ducks,1132
texas-longhorns,1036
usc-trojans,982
alabama-crimson-tide,956
north-carolina-tar-heels,880
ole-miss-rebels,736
louisville-cardinals,718
oregon-state-beavers,714
utah-utes,559
duke-blue-devils,472
ucla-bruins,433
tennessee-volunteers,407
washington-state-cougars,404
notre-dame-fighting-irish,366
lsu-tigers,321
kansas-jayhawks,106
kentucky-wildcats,95
miami-fl-hurricanes,74
missouri-tigers,67
wyoming-cowboys,44
air-force-falcons,42
wisconsin-badgers,42
west-virginia-mountaineers,27
clemson-tigers,17
maryland-terrapins,10
james-madison-dukes,8
iowa-hawkeyes,7
texas-am-aggies,5
