Teams,Borda Points
michigan-wolverines,1539
washington-huskies,1499
texas-longhorns,1375
florida-state-seminoles,1358
alabama-crimson-tide,1329
georgia-bulldogs,1256
ohio-state-buckeyes,1185
oregon-ducks,1119
missouri-tigers,1014
penn-state-nittany-lions,960
ole-miss-rebels,944
oklahoma-sooners,867
lsu-tigers,823
arizona-wildcats,740
notre-dame-fighting-irish,634
louisville-cardinals,588
southern-methodist-mustangs,437
liberty-flames,429
north-carolina-state-wolfpack,389
iowa-hawkeyes,365
oregon-state-beavers,317
oklahoma-state-cowboys,266
tulane-green-wave,219
tennessee-volunteers,101
clemson-tigers,95
troy-trojans,87
miami-oh-redhawks,46
kansas-state-wildcats,42
utah-utes,39
toledo-rockets,24
kansas-jayhawks,8
kentucky-wildcats,5
