Teams,Borda Points
georgia-bulldogs,1549
ohio-state-buckeyes,1447
michigan-wolverines,1440
washington-huskies,1367
florida-state-seminoles,1324
oregon-ducks,1219
texas-longhorns,1180
alabama-crimson-tide,1138
louisville-cardinals,1017
missouri-tigers,964
penn-state-nittany-lions,894
ole-miss-rebels,878
oklahoma-sooners,766
lsu-tigers,749
oregon-state-beavers,715
arizona-wildcats,628
notre-dame-fighting-irish,508
tulane-green-wave,505
kansas-state-wildcats,429
iowa-hawkeyes,347
oklahoma-state-cowboys,340
toledo-rockets,153
james-madison-dukes,90
north-carolina-state-wolfpack,83
unlv-rebels,74
tennessee-volunteers,74
utah-utes,73
southern-methodist-mustangs,60
north-carolina-tar-heels,30
clemson-tigers,26
kansas-jayhawks,11
fresno-state-bulldogs,7
new-mexico-state-aggies,5
miami-oh-redhawks,2
ucla-bruins,2
texas-am-aggies,1
