Teams,Borda Points
georgia-bulldogs,1537
michigan-wolverines,1421
texas-longhorns,1378
ohio-state-buckeyes,1350
florida-state-seminoles,1344
penn-state-nittany-lions,1225
washington-huskies,1210
usc-trojans,1148
oregon-ducks,1059
utah-utes,965
notre-dame-fighting-irish,890
alabama-crimson-tide,849
lsu-tigers,798
oklahoma-sooners,705
north-carolina-tar-heels,653
washington-state-cougars,646
duke-blue-devils,642
miami-fl-hurricanes,523
oregon-state-beavers,378
ole-miss-rebels,359
florida-gators,230
missouri-tigers,219
kansas-jayhawks,162
fresno-state-bulldogs,80
kansas-state-wildcats,70
kentucky-wildcats,50
louisville-cardinals,40
colorado-buffaloes,39
ucla-bruins,28
maryland-terrapins,27
tcu-horned-frogs,20
tulane-green-wave,16
syracuse-orange,10
air-force-falcons,8
wisconsin-badgers,7
clemson-tigers,7
texas-am-aggies,6
