Teams,Borda Points
georgia-bulldogs,1558
michigan-wolverines,1485
ohio-state-buckeyes,1453
florida-state-seminoles,1411
washington-huskies,1333
oregon-ducks,1250
alabama-crimson-tide,1199
penn-state-nittany-lions,1129
ole-miss-rebels,1089
louisville-cardinals,989
oregon-state-beavers,835
utah-utes,797
tennessee-volunteers,766
oklahoma-state-cowboys,723
missouri-tigers,707
oklahoma-sooners,609
lsu-tigers,594
kansas-jayhawks,559
tulane-green-wave,411
james-madison-dukes,355
notre-dame-fighting-irish,325
arizona-wildcats,222
north-carolina-tar-heels,118
liberty-flames,115
fresno-state-bulldogs,102
kansas-state-wildcats,99
usc-trojans,59
toledo-rockets,39
air-force-falcons,35
ucla-bruins,16
iowa-hawkeyes,8
southern-methodist-mustangs,6
west-virginia-mountaineers,5
duke-blue-devils,5
clemson-tigers,2
texas-am-aggies,2
north-carolina-state-wolfpack,2
