Teams,Borda Points
georgia-bulldogs,1540
michigan-wolverines,1458
florida-state-seminoles,1413
texas-longhorns,1338
usc-trojans,1269
ohio-state-buckeyes,1265
penn-state-nittany-lions,1205
washington-huskies,1111
notre-dame-fighting-irish,1026
alabama-crimson-tide,970
tennessee-volunteers,950
oregon-ducks,865
lsu-tigers,709
kansas-state-wildcats,689
oregon-state-beavers,657
ole-miss-rebels,563
colorado-buffaloes,540
oklahoma-sooners,512
north-carolina-tar-heels,503
duke-blue-devils,480
miami-fl-hurricanes,282
washington-state-cougars,170
iowa-hawkeyes,146
ucla-bruins,143
clemson-tigers,114
arkansas-razorbacks,41
kansas-jayhawks,28
tulane-green-wave,27
tcu-horned-frogs,24
wisconsin-badgers,14
mississippi-state-bulldogs,8
kentucky-wildcats,7
cincinnati-bearcats,5
minnesota-golden-gophers,5
fresno-state-bulldogs,3
james-madison-dukes,2
maryland-terrapins,2
oklahoma-state-cowboys,2
wyoming-cowboys,2
