Teams,Borda Points
georgia-bulldogs,1540
michigan-wolverines,1458
florida-state-seminoles,1413
texas-longhorns,1338
usc-trojans,1269
ohio-state-buckeyes,1265
penn-state-nittany-lions,1204
washington-huskies,1102
notre-dame-fighting-irish,1015
alabama-crimson-tide,953
tennessee-volunteers,930
utah-utes,850
oregon-ducks,830
lsu-tigers,680
kansas-state-wildcats,648
oregon-state-beavers,613
ole-miss-rebels,527
colorado-buffaloes,501
oklahoma-sooners,477
north-carolina-tar-heels,471
miami-fl-hurricanes,274
washington-state-cougars,168
iowa-hawkeyes,143
ucla-bruins,141
clemson-tigers,113
arkansas-razorbacks,40
kansas-jayhawks,28
tulane-green-wave,27
tcu-horned-frogs,22
wisconsin-badgers,13
mississippi-state-bulldogs,8
kentucky-wildcats,7
cincinnati-bearcats,5
minnesota-golden-gophers,5
james-madison-dukes,2
fresno-state-bulldogs,2
maryland-terrapins,2
oklahoma-state-cowboys,2
wyoming-cowboys,2
