Teams,Borda Points
clemson-tigers,1500
alabama-crimson-tide,1440
usc-trojans,1292
washington-huskies,1277
oklahoma-sooners,1252
ohio-state-buckeyes,1240
penn-state-nittany-lions,1130
florida-state-seminoles,1105
wisconsin-badgers,1032
michigan-wolverines,1001
oklahoma-state-cowboys,920
stanford-cardinal,732
lsu-tigers,655
florida-gators,645
western-michigan-broncos,625
virginia-tech-hokies,615
colorado-buffaloes,587
west-virginia-mountaineers,379
south-florida-bulls,376
miami-fl-hurricanes,355
louisville-cardinals,292
tennessee-volunteers,270
auburn-tigers,217
san-diego-state-aztecs,128
kansas-state-wildcats,94
georgia-tech-yellow-jackets,59
nebraska-cornhuskers,40
western-kentucky-hilltoppers,36
air-force-falcons,34
pittsburgh-panthers,24
boise-state-broncos,21
iowa-hawkeyes,16
minnesota-golden-gophers,13
tulsa-golden-hurricane,12
byu-cougars,11
temple-owls,11
north-carolina-tar-heels,9
houston-cougars,9
washington-state-cougars,2
navy-midshipmen,1
