Teams,Borda Points
alabama-crimson-tide,1525
ohio-state-buckeyes,1456
clemson-tigers,1383
washington-huskies,1298
michigan-wolverines,1264
wisconsin-badgers,1237
oklahoma-sooners,1141
penn-state-nittany-lions,1118
colorado-buffaloes,1035
usc-trojans,948
oklahoma-state-cowboys,932
florida-state-seminoles,851
western-michigan-broncos,813
west-virginia-mountaineers,731
florida-gators,500
stanford-cardinal,480
auburn-tigers,454
virginia-tech-hokies,453
navy-midshipmen,422
lsu-tigers,371
iowa-hawkeyes,244
nebraska-cornhuskers,210
south-florida-bulls,203
pittsburgh-panthers,202
houston-cougars,114
boise-state-broncos,110
utah-utes,103
texas-am-aggies,40
washington-state-cougars,39
air-force-falcons,27
temple-owls,25
tennessee-volunteers,14
miami-fl-hurricanes,8
troy-trojans,8
georgia-tech-yellow-jackets,4
tulsa-golden-hurricane,2
