Teams,Borda Points
alabama-crimson-tide,1524
michigan-wolverines,1432
clemson-tigers,1408
washington-huskies,1364
louisville-cardinals,1255
ohio-state-buckeyes,1245
wisconsin-badgers,1159
auburn-tigers,1081
oklahoma-sooners,996
texas-am-aggies,820
west-virginia-mountaineers,805
penn-state-nittany-lions,752
utah-utes,686
western-michigan-broncos,583
north-carolina-tar-heels,559
colorado-buffaloes,550
oklahoma-state-cowboys,516
virginia-tech-hokies,479
lsu-tigers,454
florida-state-seminoles,450
nebraska-cornhuskers,434
florida-gators,390
washington-state-cougars,305
boise-state-broncos,226
baylor-bears,90
usc-trojans,76
arkansas-razorbacks,74
san-diego-state-aztecs,38
troy-trojans,28
houston-cougars,25
tennessee-volunteers,9
south-florida-bulls,3
tulsa-golden-hurricane,3
minnesota-golden-gophers,2
navy-midshipmen,2
