Teams,Borda Points
alabama-crimson-tide,1525
ohio-state-buckeyes,1444
clemson-tigers,1396
washington-huskies,1329
penn-state-nittany-lions,1252
michigan-wolverines,1249
oklahoma-sooners,1173
wisconsin-badgers,1054
usc-trojans,1040
florida-state-seminoles,889
colorado-buffaloes,886
western-michigan-broncos,871
oklahoma-state-cowboys,800
west-virginia-mountaineers,789
louisville-cardinals,549
stanford-cardinal,511
auburn-tigers,496
virginia-tech-hokies,377
lsu-tigers,357
florida-gators,337
iowa-hawkeyes,278
pittsburgh-panthers,245
temple-owls,237
nebraska-cornhuskers,201
south-florida-bulls,180
utah-utes,100
boise-state-broncos,99
washington-state-cougars,32
texas-am-aggies,27
air-force-falcons,20
navy-midshipmen,19
tennessee-volunteers,12
san-diego-state-aztecs,9
western-kentucky-hilltoppers,8
miami-fl-hurricanes,6
georgia-tech-yellow-jackets,3
kansas-state-wildcats,2
