Teams,Borda Points
alabama-crimson-tide,1525
ohio-state-buckeyes,1456
clemson-tigers,1383
washington-huskies,1298
michigan-wolverines,1264
wisconsin-badgers,1237
oklahoma-sooners,1141
penn-state-nittany-lions,1118
colorado-buffaloes,1035
usc-trojans,948
oklahoma-state-cowboys,931
florida-state-seminoles,848
western-michigan-broncos,809
west-virginia-mountaineers,728
florida-gators,496
louisville-cardinals,492
stanford-cardinal,475
auburn-tigers,452
navy-midshipmen,423
lsu-tigers,370
iowa-hawkeyes,244
nebraska-cornhuskers,209
pittsburgh-panthers,202
south-florida-bulls,201
houston-cougars,115
boise-state-broncos,110
utah-utes,99
washington-state-cougars,36
texas-am-aggies,35
air-force-falcons,27
temple-owls,26
tennessee-volunteers,13
miami-fl-hurricanes,8
troy-trojans,8
georgia-tech-yellow-jackets,4
tulsa-golden-hurricane,2
