Teams,Borda Points
alabama-crimson-tide,1524
ohio-state-buckeyes,1457
michigan-wolverines,1368
clemson-tigers,1337
washington-huskies,1304
texas-am-aggies,1218
louisville-cardinals,1168
nebraska-cornhuskers,1037
baylor-bears,1021
wisconsin-badgers,936
houston-cougars,769
west-virginia-mountaineers,747
florida-state-seminoles,735
boise-state-broncos,700
florida-gators,631
oklahoma-sooners,616
arkansas-razorbacks,592
tennessee-volunteers,559
utah-utes,490
auburn-tigers,299
north-carolina-tar-heels,281
ole-miss-rebels,201
navy-midshipmen,189
colorado-buffaloes,134
lsu-tigers,132
miami-fl-hurricanes,79
oklahoma-state-cowboys,51
washington-state-cougars,47
virginia-tech-hokies,45
south-florida-bulls,42
stanford-cardinal,18
usc-trojans,8
iowa-hawkeyes,7
north-carolina-state-wolfpack,6
arizona-state-sun-devils,6
san-diego-state-aztecs,4
pittsburgh-panthers,3
troy-trojans,2
tcu-horned-frogs,2
