Teams,Borda Points
alabama-crimson-tide,1524
michigan-wolverines,1435
clemson-tigers,1401
washington-huskies,1369
louisville-cardinals,1262
ohio-state-buckeyes,1207
texas-am-aggies,1150
wisconsin-badgers,1122
nebraska-cornhuskers,955
florida-gators,938
auburn-tigers,929
oklahoma-sooners,846
baylor-bears,709
west-virginia-mountaineers,643
utah-utes,540
western-michigan-broncos,522
north-carolina-tar-heels,463
florida-state-seminoles,443
penn-state-nittany-lions,436
colorado-buffaloes,418
oklahoma-state-cowboys,396
virginia-tech-hokies,391
boise-state-broncos,245
washington-state-cougars,175
houston-cougars,75
usc-trojans,51
san-diego-state-aztecs,30
troy-trojans,29
tennessee-volunteers,21
south-florida-bulls,18
arkansas-razorbacks,9
wyoming-cowboys,8
tulsa-golden-hurricane,4
