Teams,Borda Points
alabama-crimson-tide,1514
ohio-state-buckeyes,1451
clemson-tigers,1403
michigan-wolverines,1334
washington-huskies,1234
houston-cougars,1233
louisville-cardinals,1160
texas-am-aggies,1115
tennessee-volunteers,1047
miami-fl-hurricanes,918
wisconsin-badgers,888
nebraska-cornhuskers,841
baylor-bears,825
stanford-cardinal,741
arkansas-razorbacks,576
north-carolina-tar-heels,548
florida-gators,443
boise-state-broncos,435
oklahoma-sooners,372
colorado-buffaloes,328
west-virginia-mountaineers,280
florida-state-seminoles,278
utah-utes,108
western-michigan-broncos,104
virginia-tech-hokies,103
ucla-bruins,69
lsu-tigers,64
north-dakota-state-bison,60
auburn-tigers,56
oklahoma-state-cowboys,52
georgia-bulldogs,52
maryland-terrapins,32
tcu-horned-frogs,31
air-force-falcons,23
san-diego-state-aztecs,11
michigan-state-spartans,10
south-florida-bulls,9
california-golden-bears,5
arizona-state-sun-devils,5
indiana-hoosiers,4
texas-longhorns,2
