Teams,Borda Points
clemson-tigers,1500
alabama-crimson-tide,1440
usc-trojans,1292
washington-huskies,1277
oklahoma-sooners,1252
ohio-state-buckeyes,1240
penn-state-nittany-lions,1130
florida-state-seminoles,1105
wisconsin-badgers,1032
michigan-wolverines,1001
oklahoma-state-cowboys,920
stanford-cardinal,734
lsu-tigers,658
florida-gators,647
western-michigan-broncos,629
virginia-tech-hokies,614
colorado-buffaloes,596
west-virginia-mountaineers,401
south-florida-bulls,376
louisville-cardinals,301
tennessee-volunteers,276
utah-utes,245
auburn-tigers,219
san-diego-state-aztecs,136
kansas-state-wildcats,102
georgia-tech-yellow-jackets,66
nebraska-cornhuskers,42
western-kentucky-hilltoppers,40
air-force-falcons,37
pittsburgh-panthers,24
boise-state-broncos,21
iowa-hawkeyes,18
minnesota-golden-gophers,15
tulsa-golden-hurricane,14
byu-cougars,11
temple-owls,11
houston-cougars,10
north-carolina-tar-heels,9
washington-state-cougars,2
navy-midshipmen,2
