Teams,Borda Points
alabama-crimson-tide,1520
florida-state-seminoles,1437
ohio-state-buckeyes,1359
michigan-wolverines,1298
clemson-tigers,1284
houston-cougars,1264
stanford-cardinal,1137
washington-huskies,983
wisconsin-badgers,893
louisville-cardinals,890
texas-longhorns,872
michigan-state-spartans,747
iowa-hawkeyes,694
oklahoma-sooners,687
tennessee-volunteers,665
georgia-bulldogs,585
texas-am-aggies,566
notre-dame-fighting-irish,527
ole-miss-rebels,476
lsu-tigers,395
baylor-bears,308
oregon-ducks,293
florida-gators,207
arkansas-razorbacks,200
miami-fl-hurricanes,198
tcu-horned-frogs,64
utah-utes,62
san-diego-state-aztecs,54
ucla-bruins,48
boise-state-broncos,42
oklahoma-state-cowboys,22
nebraska-cornhuskers,11
north-carolina-tar-heels,10
auburn-tigers,7
central-michigan-chippewas,5
colorado-buffaloes,2
arizona-state-sun-devils,1
cincinnati-bearcats,1
