Teams,Borda Points
alabama-crimson-tide,1525
ohio-state-buckeyes,1455
louisville-cardinals,1357
michigan-wolverines,1323
clemson-tigers,1304
wisconsin-badgers,1214
washington-huskies,1150
oklahoma-sooners,1064
penn-state-nittany-lions,961
west-virginia-mountaineers,920
utah-utes,807
colorado-buffaloes,797
oklahoma-state-cowboys,661
western-michigan-broncos,634
usc-trojans,586
lsu-tigers,583
florida-state-seminoles,570
auburn-tigers,544
nebraska-cornhuskers,504
washington-state-cougars,502
florida-gators,437
boise-state-broncos,318
texas-am-aggies,243
san-diego-state-aztecs,102
houston-cougars,49
north-carolina-tar-heels,42
virginia-tech-hokies,36
navy-midshipmen,24
tennessee-volunteers,21
stanford-cardinal,16
western-kentucky-hilltoppers,11
south-florida-bulls,9
pittsburgh-panthers,9
arkansas-razorbacks,7
iowa-hawkeyes,5
ole-miss-rebels,3
minnesota-golden-gophers,1
