Teams,Borda Points
alabama-crimson-tide,1524
michigan-wolverines,1432
clemson-tigers,1408
washington-huskies,1364
louisville-cardinals,1255
ohio-state-buckeyes,1245
wisconsin-badgers,1159
auburn-tigers,1081
oklahoma-sooners,998
texas-am-aggies,831
west-virginia-mountaineers,818
penn-state-nittany-lions,773
utah-utes,710
north-carolina-tar-heels,590
colorado-buffaloes,582
oklahoma-state-cowboys,548
virginia-tech-hokies,512
florida-state-seminoles,485
lsu-tigers,483
nebraska-cornhuskers,472
florida-gators,433
washington-state-cougars,345
boise-state-broncos,271
baylor-bears,108
arkansas-razorbacks,92
usc-trojans,88
san-diego-state-aztecs,59
troy-trojans,36
houston-cougars,31
tennessee-volunteers,10
south-florida-bulls,5
wyoming-cowboys,4
minnesota-golden-gophers,4
navy-midshipmen,4
tulsa-golden-hurricane,4
