Teams,Borda Points
alabama-crimson-tide,1525
ohio-state-buckeyes,1455
michigan-wolverines,1370
clemson-tigers,1347
wisconsin-badgers,1255
washington-huskies,1220
oklahoma-sooners,1169
penn-state-nittany-lions,1091
colorado-buffaloes,997
oklahoma-state-cowboys,869
louisville-cardinals,830
usc-trojans,811
florida-gators,703
western-michigan-broncos,702
florida-state-seminoles,661
auburn-tigers,613
nebraska-cornhuskers,593
houston-cougars,493
west-virginia-mountaineers,452
boise-state-broncos,390
utah-utes,284
texas-am-aggies,260
washington-state-cougars,189
tennessee-volunteers,138
lsu-tigers,89
virginia-tech-hokies,82
navy-midshipmen,66
north-carolina-tar-heels,56
south-florida-bulls,26
pittsburgh-panthers,25
arkansas-razorbacks,11
iowa-hawkeyes,8
troy-trojans,7
minnesota-golden-gophers,6
temple-owls,2
wyoming-cowboys,1
