Teams,Borda Points
alabama-crimson-tide,1514
ohio-state-buckeyes,1451
clemson-tigers,1403
michigan-wolverines,1334
washington-huskies,1234
houston-cougars,1233
louisville-cardinals,1160
texas-am-aggies,1113
tennessee-volunteers,1045
miami-fl-hurricanes,910
wisconsin-badgers,882
nebraska-cornhuskers,822
baylor-bears,807
ole-miss-rebels,713
stanford-cardinal,711
arkansas-razorbacks,529
north-carolina-tar-heels,498
florida-gators,394
boise-state-broncos,388
oklahoma-sooners,326
colorado-buffaloes,281
west-virginia-mountaineers,240
florida-state-seminoles,235
utah-utes,90
virginia-tech-hokies,87
western-michigan-broncos,76
lsu-tigers,50
north-dakota-state-bison,48
auburn-tigers,47
oklahoma-state-cowboys,43
georgia-bulldogs,43
tcu-horned-frogs,29
maryland-terrapins,24
air-force-falcons,17
san-diego-state-aztecs,10
michigan-state-spartans,7
south-florida-bulls,6
arizona-state-sun-devils,4
california-golden-bears,3
indiana-hoosiers,3
texas-longhorns,1
