Teams,Borda Points
clemson-tigers,1500
alabama-crimson-tide,1440
usc-trojans,1292
washington-huskies,1277
oklahoma-sooners,1252
ohio-state-buckeyes,1240
penn-state-nittany-lions,1130
florida-state-seminoles,1105
wisconsin-badgers,1032
michigan-wolverines,1001
oklahoma-state-cowboys,920
stanford-cardinal,730
lsu-tigers,651
florida-gators,641
western-michigan-broncos,619
virginia-tech-hokies,612
colorado-buffaloes,585
west-virginia-mountaineers,370
south-florida-bulls,362
miami-fl-hurricanes,341
louisville-cardinals,280
tennessee-volunteers,254
utah-utes,225
auburn-tigers,207
san-diego-state-aztecs,115
kansas-state-wildcats,83
georgia-tech-yellow-jackets,48
western-kentucky-hilltoppers,33
air-force-falcons,31
pittsburgh-panthers,21
boise-state-broncos,20
iowa-hawkeyes,15
minnesota-golden-gophers,12
tulsa-golden-hurricane,10
byu-cougars,9
houston-cougars,9
north-carolina-tar-heels,8
temple-owls,8
navy-midshipmen,2
washington-state-cougars,1
