Teams,Borda Points
alabama-crimson-tide,1469
clemson-tigers,1443
oklahoma-sooners,1352
florida-state-seminoles,1326
lsu-tigers,1270
ohio-state-buckeyes,1224
michigan-wolverines,1149
stanford-cardinal,1030
tennessee-volunteers,1029
notre-dame-fighting-irish,1012
ole-miss-rebels,742
tcu-horned-frogs,732
washington-huskies,684
houston-cougars,677
ucla-bruins,534
iowa-hawkeyes,526
georgia-bulldogs,490
louisville-cardinals,488
usc-trojans,383
oklahoma-state-cowboys,364
north-carolina-tar-heels,330
baylor-bears,313
oregon-ducks,257
florida-gators,210
miami-fl-hurricanes,183
texas-am-aggies,98
utah-utes,88
washington-state-cougars,82
boise-state-broncos,57
san-diego-state-aztecs,56
wisconsin-badgers,49
auburn-tigers,23
arkansas-razorbacks,21
pittsburgh-panthers,19
texas-longhorns,16
nebraska-cornhuskers,15
navy-midshipmen,9
northwestern-wildcats,6
western-kentucky-hilltoppers,5
south-florida-bulls,3
toledo-rockets,3
