Teams,Borda Points
alabama-crimson-tide,1518
clemson-tigers,1416
florida-state-seminoles,1413
ohio-state-buckeyes,1324
michigan-wolverines,1261
houston-cougars,1243
stanford-cardinal,1140
washington-huskies,890
georgia-bulldogs,882
wisconsin-badgers,770
texas-longhorns,756
michigan-state-spartans,725
louisville-cardinals,695
oklahoma-sooners,673
tcu-horned-frogs,642
iowa-hawkeyes,599
tennessee-volunteers,581
notre-dame-fighting-irish,544
ole-miss-rebels,509
texas-am-aggies,493
lsu-tigers,445
oklahoma-state-cowboys,426
oregon-ducks,264
miami-fl-hurricanes,145
florida-gators,129
ucla-bruins,72
boise-state-broncos,55
utah-utes,47
san-diego-state-aztecs,47
north-carolina-tar-heels,26
nebraska-cornhuskers,16
auburn-tigers,13
pittsburgh-panthers,8
byu-cougars,6
navy-midshipmen,3
west-virginia-mountaineers,2
colorado-buffaloes,1
