Teams,Borda Points
alabama-crimson-tide,1524
ohio-state-buckeyes,1457
michigan-wolverines,1368
clemson-tigers,1337
washington-huskies,1304
texas-am-aggies,1218
louisville-cardinals,1168
nebraska-cornhuskers,1041
baylor-bears,1023
wisconsin-badgers,936
houston-cougars,779
west-virginia-mountaineers,761
florida-state-seminoles,749
boise-state-broncos,714
florida-gators,659
oklahoma-sooners,635
arkansas-razorbacks,608
utah-utes,517
western-michigan-broncos,334
auburn-tigers,315
north-carolina-tar-heels,294
ole-miss-rebels,215
navy-midshipmen,192
lsu-tigers,141
colorado-buffaloes,137
miami-fl-hurricanes,85
oklahoma-state-cowboys,53
washington-state-cougars,51
virginia-tech-hokies,49
south-florida-bulls,44
stanford-cardinal,18
usc-trojans,8
north-carolina-state-wolfpack,7
iowa-hawkeyes,7
arizona-state-sun-devils,7
san-diego-state-aztecs,4
pittsburgh-panthers,3
troy-trojans,2
tcu-horned-frogs,2
