Teams,Borda Points
alabama-crimson-tide,1514
ohio-state-buckeyes,1451
clemson-tigers,1403
michigan-wolverines,1334
washington-huskies,1234
houston-cougars,1233
louisville-cardinals,1160
texas-am-aggies,1113
tennessee-volunteers,1045
miami-fl-hurricanes,909
wisconsin-badgers,882
nebraska-cornhuskers,821
baylor-bears,805
ole-miss-rebels,713
stanford-cardinal,711
arkansas-razorbacks,530
north-carolina-tar-heels,498
florida-gators,394
boise-state-broncos,385
oklahoma-sooners,327
colorado-buffaloes,278
west-virginia-mountaineers,242
florida-state-seminoles,233
utah-utes,89
virginia-tech-hokies,86
western-michigan-broncos,79
ucla-bruins,56
lsu-tigers,50
auburn-tigers,47
georgia-bulldogs,44
oklahoma-state-cowboys,43
tcu-horned-frogs,26
maryland-terrapins,23
air-force-falcons,18
san-diego-state-aztecs,10
michigan-state-spartans,7
south-florida-bulls,6
arizona-state-sun-devils,4
california-golden-bears,3
indiana-hoosiers,3
texas-longhorns,1
