Teams,Borda Points
alabama-crimson-tide,1512
ohio-state-buckeyes,1445
louisville-cardinals,1420
clemson-tigers,1304
houston-cougars,1280
stanford-cardinal,1216
wisconsin-badgers,1140
texas-am-aggies,1092
washington-huskies,1047
tennessee-volunteers,968
florida-state-seminoles,865
baylor-bears,790
miami-fl-hurricanes,757
nebraska-cornhuskers,700
ole-miss-rebels,598
michigan-state-spartans,588
utah-utes,553
san-diego-state-aztecs,355
arkansas-razorbacks,285
tcu-horned-frogs,281
texas-longhorns,251
florida-gators,219
boise-state-broncos,200
georgia-bulldogs,176
arizona-state-sun-devils,163
oklahoma-sooners,146
north-dakota-state-bison,78
west-virginia-mountaineers,62
virginia-tech-hokies,48
colorado-buffaloes,42
iowa-hawkeyes,32
north-carolina-tar-heels,31
ucla-bruins,28
auburn-tigers,24
lsu-tigers,24
western-michigan-broncos,19
wake-forest-demon-deacons,12
memphis-tigers,8
maryland-terrapins,3
toledo-rockets,2
