Teams,Borda Points
alabama-crimson-tide,1469
clemson-tigers,1443
oklahoma-sooners,1353
florida-state-seminoles,1326
lsu-tigers,1270
ohio-state-buckeyes,1227
michigan-wolverines,1153
stanford-cardinal,1044
tennessee-volunteers,1035
notre-dame-fighting-irish,1024
ole-miss-rebels,744
michigan-state-spartans,739
washington-huskies,685
houston-cougars,677
ucla-bruins,538
iowa-hawkeyes,522
louisville-cardinals,486
georgia-bulldogs,481
usc-trojans,377
oklahoma-state-cowboys,360
north-carolina-tar-heels,324
baylor-bears,309
oregon-ducks,248
florida-gators,207
miami-fl-hurricanes,183
texas-am-aggies,95
utah-utes,88
washington-state-cougars,83
boise-state-broncos,57
san-diego-state-aztecs,56
wisconsin-badgers,45
auburn-tigers,24
arkansas-razorbacks,21
pittsburgh-panthers,19
texas-longhorns,16
nebraska-cornhuskers,15
navy-midshipmen,9
northwestern-wildcats,6
western-kentucky-hilltoppers,5
south-florida-bulls,3
toledo-rockets,3
