Teams,Borda Points
alabama-crimson-tide,1525
ohio-state-buckeyes,1444
clemson-tigers,1396
washington-huskies,1329
penn-state-nittany-lions,1252
michigan-wolverines,1249
oklahoma-sooners,1173
wisconsin-badgers,1054
usc-trojans,1040
florida-state-seminoles,889
colorado-buffaloes,886
western-michigan-broncos,871
oklahoma-state-cowboys,801
west-virginia-mountaineers,788
louisville-cardinals,551
stanford-cardinal,514
auburn-tigers,503
virginia-tech-hokies,384
lsu-tigers,365
florida-gators,344
iowa-hawkeyes,283
pittsburgh-panthers,251
nebraska-cornhuskers,207
south-florida-bulls,197
houston-cougars,112
utah-utes,108
boise-state-broncos,108
washington-state-cougars,31
texas-am-aggies,26
air-force-falcons,22
navy-midshipmen,21
tennessee-volunteers,12
san-diego-state-aztecs,11
western-kentucky-hilltoppers,10
miami-fl-hurricanes,8
georgia-tech-yellow-jackets,4
kansas-state-wildcats,2
