Teams,Borda Points
alabama-crimson-tide,1469
clemson-tigers,1443
oklahoma-sooners,1352
florida-state-seminoles,1326
lsu-tigers,1270
ohio-state-buckeyes,1224
michigan-wolverines,1149
stanford-cardinal,1035
tennessee-volunteers,1030
notre-dame-fighting-irish,1011
michigan-state-spartans,742
tcu-horned-frogs,735
washington-huskies,683
houston-cougars,679
ucla-bruins,536
iowa-hawkeyes,521
georgia-bulldogs,487
louisville-cardinals,486
usc-trojans,384
oklahoma-state-cowboys,365
north-carolina-tar-heels,333
baylor-bears,314
oregon-ducks,257
florida-gators,209
miami-fl-hurricanes,181
texas-am-aggies,94
utah-utes,86
washington-state-cougars,83
boise-state-broncos,58
san-diego-state-aztecs,54
wisconsin-badgers,47
auburn-tigers,24
arkansas-razorbacks,21
pittsburgh-panthers,20
texas-longhorns,16
nebraska-cornhuskers,15
navy-midshipmen,9
northwestern-wildcats,6
western-kentucky-hilltoppers,6
south-florida-bulls,3
toledo-rockets,3
