Teams,Borda Points
alabama-crimson-tide,1520
ohio-state-buckeyes,1444
clemson-tigers,1406
michigan-wolverines,1339
washington-huskies,1286
texas-am-aggies,1202
louisville-cardinals,1193
wisconsin-badgers,1020
tennessee-volunteers,962
nebraska-cornhuskers,958
baylor-bears,934
ole-miss-rebels,800
houston-cougars,701
florida-state-seminoles,629
boise-state-broncos,590
miami-fl-hurricanes,576
virginia-tech-hokies,547
florida-gators,484
oklahoma-sooners,478
west-virginia-mountaineers,426
utah-utes,290
arkansas-razorbacks,205
auburn-tigers,167
western-michigan-broncos,159
navy-midshipmen,122
georgia-bulldogs,60
arizona-state-sun-devils,56
north-carolina-tar-heels,52
oklahoma-state-cowboys,50
lsu-tigers,50
stanford-cardinal,26
colorado-buffaloes,22
south-florida-bulls,20
tcu-horned-frogs,14
washington-state-cougars,9
north-carolina-state-wolfpack,9
iowa-hawkeyes,3
san-diego-state-aztecs,2
air-force-falcons,2
wake-forest-demon-deacons,1
