Teams,Borda Points
alabama-crimson-tide,1520
florida-state-seminoles,1437
ohio-state-buckeyes,1359
michigan-wolverines,1298
clemson-tigers,1284
houston-cougars,1264
stanford-cardinal,1137
washington-huskies,985
wisconsin-badgers,895
louisville-cardinals,892
texas-longhorns,874
michigan-state-spartans,751
iowa-hawkeyes,700
oklahoma-sooners,693
tennessee-volunteers,673
georgia-bulldogs,596
texas-am-aggies,574
notre-dame-fighting-irish,538
ole-miss-rebels,486
lsu-tigers,410
baylor-bears,322
florida-gators,228
miami-fl-hurricanes,217
arkansas-razorbacks,212
tcu-horned-frogs,75
utah-utes,67
san-diego-state-aztecs,61
ucla-bruins,53
pittsburgh-panthers,48
boise-state-broncos,46
oklahoma-state-cowboys,26
north-carolina-tar-heels,16
nebraska-cornhuskers,13
auburn-tigers,8
central-michigan-chippewas,5
arizona-state-sun-devils,2
colorado-buffaloes,2
cincinnati-bearcats,2
