Teams,Borda Points
alabama-crimson-tide,1518
clemson-tigers,1416
florida-state-seminoles,1413
ohio-state-buckeyes,1324
michigan-wolverines,1261
houston-cougars,1243
stanford-cardinal,1141
washington-huskies,884
georgia-bulldogs,877
wisconsin-badgers,759
texas-longhorns,743
michigan-state-spartans,722
louisville-cardinals,688
oklahoma-sooners,666
tcu-horned-frogs,635
iowa-hawkeyes,589
tennessee-volunteers,576
notre-dame-fighting-irish,528
ole-miss-rebels,494
texas-am-aggies,479
lsu-tigers,425
oklahoma-state-cowboys,411
baylor-bears,297
oregon-ducks,244
miami-fl-hurricanes,137
florida-gators,117
ucla-bruins,62
boise-state-broncos,52
utah-utes,43
north-carolina-tar-heels,24
nebraska-cornhuskers,14
auburn-tigers,13
pittsburgh-panthers,7
byu-cougars,5
navy-midshipmen,2
colorado-buffaloes,2
west-virginia-mountaineers,1
