Teams,Borda Points
alabama-crimson-tide,1514
ohio-state-buckeyes,1451
clemson-tigers,1403
michigan-wolverines,1334
washington-huskies,1234
houston-cougars,1233
louisville-cardinals,1160
texas-am-aggies,1113
tennessee-volunteers,1046
miami-fl-hurricanes,910
wisconsin-badgers,883
nebraska-cornhuskers,824
baylor-bears,810
ole-miss-rebels,723
stanford-cardinal,723
north-carolina-tar-heels,534
florida-gators,432
boise-state-broncos,425
oklahoma-sooners,363
colorado-buffaloes,320
west-virginia-mountaineers,276
florida-state-seminoles,272
utah-utes,108
western-michigan-broncos,101
virginia-tech-hokies,100
ucla-bruins,68
lsu-tigers,63
north-dakota-state-bison,59
auburn-tigers,52
georgia-bulldogs,52
oklahoma-state-cowboys,50
maryland-terrapins,32
tcu-horned-frogs,30
air-force-falcons,22
san-diego-state-aztecs,11
michigan-state-spartans,10
south-florida-bulls,9
california-golden-bears,5
arizona-state-sun-devils,5
indiana-hoosiers,4
texas-longhorns,2
