Teams,Borda Points
alabama-crimson-tide,1525
ohio-state-buckeyes,1455
michigan-wolverines,1370
clemson-tigers,1347
wisconsin-badgers,1255
washington-huskies,1220
oklahoma-sooners,1169
penn-state-nittany-lions,1091
colorado-buffaloes,997
oklahoma-state-cowboys,871
louisville-cardinals,833
usc-trojans,816
western-michigan-broncos,714
florida-gators,711
florida-state-seminoles,675
auburn-tigers,630
nebraska-cornhuskers,608
houston-cougars,520
boise-state-broncos,421
utah-utes,316
texas-am-aggies,293
washington-state-cougars,222
tennessee-volunteers,157
stanford-cardinal,104
virginia-tech-hokies,104
lsu-tigers,96
navy-midshipmen,81
north-carolina-tar-heels,68
south-florida-bulls,31
pittsburgh-panthers,26
arkansas-razorbacks,11
minnesota-golden-gophers,9
iowa-hawkeyes,9
troy-trojans,7
wyoming-cowboys,2
temple-owls,2
