Teams,Borda Points
alabama-crimson-tide,1525
ohio-state-buckeyes,1456
clemson-tigers,1383
washington-huskies,1298
michigan-wolverines,1264
wisconsin-badgers,1237
oklahoma-sooners,1142
penn-state-nittany-lions,1119
colorado-buffaloes,1042
usc-trojans,964
oklahoma-state-cowboys,944
florida-state-seminoles,873
west-virginia-mountaineers,770
florida-gators,524
louisville-cardinals,522
stanford-cardinal,502
auburn-tigers,475
virginia-tech-hokies,475
navy-midshipmen,445
lsu-tigers,390
iowa-hawkeyes,258
nebraska-cornhuskers,221
south-florida-bulls,210
pittsburgh-panthers,209
houston-cougars,123
boise-state-broncos,115
utah-utes,107
washington-state-cougars,40
texas-am-aggies,39
air-force-falcons,29
temple-owls,27
tennessee-volunteers,14
miami-fl-hurricanes,8
troy-trojans,8
georgia-tech-yellow-jackets,4
tulsa-golden-hurricane,2
