Teams,Borda Points
alabama-crimson-tide,1525
ohio-state-buckeyes,1456
clemson-tigers,1383
washington-huskies,1298
michigan-wolverines,1264
wisconsin-badgers,1237
oklahoma-sooners,1141
penn-state-nittany-lions,1118
colorado-buffaloes,1035
usc-trojans,948
oklahoma-state-cowboys,931
florida-state-seminoles,847
western-michigan-broncos,807
west-virginia-mountaineers,726
louisville-cardinals,477
florida-gators,473
stanford-cardinal,457
virginia-tech-hokies,427
auburn-tigers,426
navy-midshipmen,390
lsu-tigers,343
iowa-hawkeyes,223
nebraska-cornhuskers,189
pittsburgh-panthers,176
south-florida-bulls,173
boise-state-broncos,96
utah-utes,91
washington-state-cougars,37
texas-am-aggies,35
air-force-falcons,23
temple-owls,21
tennessee-volunteers,12
troy-trojans,7
miami-fl-hurricanes,5
georgia-tech-yellow-jackets,2
tulsa-golden-hurricane,1
