Teams,Borda Points
alabama-crimson-tide,1525
ohio-state-buckeyes,1455
louisville-cardinals,1357
michigan-wolverines,1323
clemson-tigers,1304
wisconsin-badgers,1214
washington-huskies,1150
oklahoma-sooners,1066
penn-state-nittany-lions,972
west-virginia-mountaineers,929
utah-utes,825
colorado-buffaloes,819
oklahoma-state-cowboys,686
usc-trojans,616
lsu-tigers,616
florida-state-seminoles,602
auburn-tigers,582
nebraska-cornhuskers,545
washington-state-cougars,538
florida-gators,476
boise-state-broncos,366
texas-am-aggies,280
san-diego-state-aztecs,131
troy-trojans,92
houston-cougars,61
north-carolina-tar-heels,53
virginia-tech-hokies,51
navy-midshipmen,31
tennessee-volunteers,28
stanford-cardinal,22
south-florida-bulls,12
western-kentucky-hilltoppers,11
pittsburgh-panthers,11
arkansas-razorbacks,7
iowa-hawkeyes,6
ole-miss-rebels,2
minnesota-golden-gophers,2
