TeamA,TeamB,A>B,B>A
alabama-crimson-tide,arizona-state-sun-devils,58,1
alabama-crimson-tide,arizona-wildcats,59,0
alabama-crimson-tide,auburn-tigers,59,0
alabama-crimson-tide,baylor-bears,54,5
alabama-crimson-tide,boise-state-broncos,59,0
alabama-crimson-tide,clemson-tigers,59,0
alabama-crimson-tide,colorado-state-rams,59,0
alabama-crimson-tide,duke-blue-devils,59,0
alabama-crimson-tide,florida-state-seminoles,1,58
alabama-crimson-tide,georgia-bulldogs,59,0
alabama-crimson-tide,georgia-southern-eagles,59,0
alabama-crimson-tide,georgia-tech-yellow-jackets,59,0
alabama-crimson-tide,kansas-state-wildcats,59,0
alabama-crimson-tide,louisville-cardinals,59,0
alabama-crimson-tide,lsu-tigers,59,0
alabama-crimson-tide,marshall-thundering-herd,59,0
alabama-crimson-tide,miami-fl-hurricanes,59,0
alabama-crimson-tide,michigan-state-spartans,59,0
alabama-crimson-tide,minnesota-golden-gophers,59,0
alabama-crimson-tide,mississippi-state-bulldogs,0,59
alabama-crimson-tide,missouri-tigers,59,0
alabama-crimson-tide,nebraska-cornhuskers,59,0
alabama-crimson-tide,notre-dame-fighting-irish,59,0
alabama-crimson-tide,ohio-state-buckeyes,59,0
alabama-crimson-tide,oklahoma-sooners,59,0
alabama-crimson-tide,ole-miss-rebels,59,0
alabama-crimson-tide,oregon-ducks,31,28
alabama-crimson-tide,stanford-cardinal,59,0
alabama-crimson-tide,tcu-horned-frogs,38,21
alabama-crimson-tide,texas-am-aggies,59,0
alabama-crimson-tide,ucla-bruins,59,0
alabama-crimson-tide,usc-trojans,59,0
alabama-crimson-tide,utah-utes,59,0
alabama-crimson-tide,west-virginia-mountaineers,59,0
alabama-crimson-tide,wisconsin-badgers,59,0
arizona-state-sun-devils,arizona-wildcats,59,0
arizona-state-sun-devils,auburn-tigers,58,1
arizona-state-sun-devils,baylor-bears,19,40
arizona-state-sun-devils,boise-state-broncos,59,0
arizona-state-sun-devils,clemson-tigers,59,0
arizona-state-sun-devils,colorado-state-rams,59,0
arizona-state-sun-devils,duke-blue-devils,59,0
arizona-state-sun-devils,florida-state-seminoles,0,59
arizona-state-sun-devils,georgia-bulldogs,59,0
arizona-state-sun-devils,georgia-southern-eagles,59,0
arizona-state-sun-devils,georgia-tech-yellow-jackets,59,0
arizona-state-sun-devils,kansas-state-wildcats,59,0
arizona-state-sun-devils,louisville-cardinals,59,0
arizona-state-sun-devils,lsu-tigers,59,0
arizona-state-sun-devils,marshall-thundering-herd,59,0
arizona-state-sun-devils,miami-fl-hurricanes,59,0
arizona-state-sun-devils,michigan-state-spartans,58,1
arizona-state-sun-devils,minnesota-golden-gophers,59,0
arizona-state-sun-devils,mississippi-state-bulldogs,0,59
arizona-state-sun-devils,missouri-tigers,59,0
arizona-state-sun-devils,nebraska-cornhuskers,58,1
arizona-state-sun-devils,notre-dame-fighting-irish,59,0
arizona-state-sun-devils,ohio-state-buckeyes,44,15
arizona-state-sun-devils,oklahoma-sooners,59,0
arizona-state-sun-devils,ole-miss-rebels,55,4
arizona-state-sun-devils,oregon-ducks,1,58
arizona-state-sun-devils,stanford-cardinal,59,0
arizona-state-sun-devils,tcu-horned-frogs,3,56
arizona-state-sun-devils,texas-am-aggies,59,0
arizona-state-sun-devils,ucla-bruins,59,0
arizona-state-sun-devils,usc-trojans,59,0
arizona-state-sun-devils,utah-utes,59,0
