Teams,Borda Points
alabama-crimson-tide,1486
clemson-tigers,1443
georgia-bulldogs,1327
ohio-state-buckeyes,1244
wisconsin-badgers,1237
oklahoma-sooners,1229
auburn-tigers,1218
notre-dame-fighting-irish,1063
washington-huskies,859
stanford-cardinal,850
lsu-tigers,790
virginia-tech-hokies,767
penn-state-nittany-lions,754
west-virginia-mountaineers,747
michigan-state-spartans,673
tcu-horned-frogs,627
usc-trojans,620
mississippi-state-bulldogs,538
ucf-knights,392
boise-state-broncos,391
michigan-wolverines,316
miami-fl-hurricanes,249
oregon-ducks,228
florida-gators,95
utah-utes,74
oklahoma-state-cowboys,66
texas-am-aggies,33
northwestern-wildcats,32
boston-college-eagles,31
maryland-terrapins,13
ole-miss-rebels,11
florida-state-seminoles,10
north-carolina-state-wolfpack,10
memphis-tigers,8
houston-cougars,6
washington-state-cougars,6
iowa-state-cyclones,5
byu-cougars,4
kansas-state-wildcats,4
hawaii-warriors,3
iowa-hawkeyes,3
fresno-state-bulldogs,1
arkansas-state-red-wolves,1
