Teams,Borda Points
alabama-crimson-tide,1475
clemson-tigers,1409
notre-dame-fighting-irish,1351
lsu-tigers,1295
michigan-wolverines,1220
georgia-bulldogs,1181
oklahoma-sooners,1115
ohio-state-buckeyes,1004
ucf-knights,1000
washington-state-cougars,919
kentucky-wildcats,889
west-virginia-mountaineers,876
penn-state-nittany-lions,721
florida-gators,721
texas-longhorns,708
utah-utes,584
houston-cougars,408
utah-state-aggies,348
iowa-hawkeyes,337
fresno-state-bulldogs,272
mississippi-state-bulldogs,206
syracuse-orange,196
virginia-cavaliers,185
texas-am-aggies,141
washington-huskies,127
northwestern-wildcats,88
georgia-southern-eagles,72
cincinnati-bearcats,51
michigan-state-spartans,47
iowa-state-cyclones,46
south-florida-bulls,33
oklahoma-state-cowboys,27
uab-blazers,20
stanford-cardinal,18
wisconsin-badgers,12
oregon-ducks,12
army-west-point-black-knights,7
auburn-tigers,7
north-carolina-state-wolfpack,6
san-diego-state-aztecs,6
california-golden-bears,2
buffalo-bulls,1
