Teams,Borda Points
alabama-crimson-tide,1523
georgia-bulldogs,1422
clemson-tigers,1409
ohio-state-buckeyes,1363
lsu-tigers,1238
oklahoma-sooners,1201
stanford-cardinal,1143
notre-dame-fighting-irish,1067
penn-state-nittany-lions,1001
auburn-tigers,987
washington-huskies,946
west-virginia-mountaineers,923
ucf-knights,727
michigan-wolverines,699
wisconsin-badgers,663
miami-fl-hurricanes,572
kentucky-wildcats,542
texas-longhorns,312
oregon-ducks,301
byu-cougars,276
michigan-state-spartans,263
duke-blue-devils,251
mississippi-state-bulldogs,249
california-golden-bears,121
colorado-buffaloes,87
boise-state-broncos,61
virginia-tech-hokies,58
south-florida-bulls,53
oklahoma-state-cowboys,50
texas-am-aggies,45
south-carolina-gamecocks,34
iowa-hawkeyes,32
florida-gators,29
north-carolina-state-wolfpack,28
syracuse-orange,28
tcu-horned-frogs,24
north-texas-mean-green,12
utah-utes,11
cincinnati-bearcats,10
missouri-tigers,8
ole-miss-rebels,8
san-diego-state-aztecs,7
buffalo-bulls,7
maryland-terrapins,6
arizona-state-sun-devils,4
