Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1459
notre-dame-fighting-irish,1406
michigan-wolverines,1327
georgia-bulldogs,1288
oklahoma-sooners,1188
west-virginia-mountaineers,1111
washington-state-cougars,1052
ohio-state-buckeyes,1050
lsu-tigers,1019
ucf-knights,984
syracuse-orange,788
texas-longhorns,727
utah-state-aggies,696
florida-gators,589
penn-state-nittany-lions,552
washington-huskies,511
iowa-state-cyclones,506
cincinnati-bearcats,368
utah-utes,328
boston-college-eagles,278
boise-state-broncos,173
northwestern-wildcats,154
mississippi-state-bulldogs,154
army-west-point-black-knights,152
uab-blazers,89
fresno-state-bulldogs,78
north-carolina-state-wolfpack,38
michigan-state-spartans,38
buffalo-bulls,38
pittsburgh-panthers,36
duke-blue-devils,24
texas-am-aggies,19
iowa-hawkeyes,8
arizona-state-sun-devils,7
auburn-tigers,4
stanford-cardinal,4
troy-trojans,2
